question_id,subject,unit,chapter,topic_atom,outcome_code,outcome,official_requirement_ids,official_source_reference,kind,difficulty,marks,pool,stimulus,prompt,options,correct_answer,explanation,scoring_rule,current_status,automated_blockers,automated_warnings,sme_decision,sme_correction,sme_comment,sme_name,sme_qualification,sme_signature_date
"C10-2627-MATH-REQ005-REASS-001","Mathematics","Algebra","Polynomials","Zeroes of a Polynomial and Relationship with Coefficients","LO_M2.1.1","Determine zeroes geometrically and apply relationships between zeroes and coefficients of quadratic polynomials.","REQ_MATH_2026_005 | REQ_MATH_2026_006 | REQ_MATH_2026_007","Maths_SecP1X_2026-27.pdf Page 2","short_answer","3","2","FRESH_REASSESSMENT","","Write a quadratic polynomial whose zeroes are 3 and -5.","","x^2 + 2x - 15","Sum of zeroes = -2 and product = -15, so the polynomial is x^2 - (sum)x + product = x^2 + 2x - 15.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ005-REASS-002","Mathematics","Algebra","Polynomials","Zeroes of a Polynomial and Relationship with Coefficients","LO_M2.1.1","Determine zeroes geometrically and apply relationships between zeroes and coefficients of quadratic polynomials.","REQ_MATH_2026_005 | REQ_MATH_2026_006 | REQ_MATH_2026_007","Maths_SecP1X_2026-27.pdf Page 2","mcq","2","1","FRESH_REASSESSMENT","","The product of the zeroes of 2x^2 + 7x - 9 is","9/2 | -7/2 | 7/2 | -9/2","-9/2","For ax^2 + bx + c the product of the zeroes is c/a = -9/2.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ005-REASS-003","Mathematics","Algebra","Polynomials","Zeroes of a Polynomial and Relationship with Coefficients","LO_M2.1.1","Determine zeroes geometrically and apply relationships between zeroes and coefficients of quadratic polynomials.","REQ_MATH_2026_005 | REQ_MATH_2026_006 | REQ_MATH_2026_007","Maths_SecP1X_2026-27.pdf Page 2","short_answer","3","3","FRESH_REASSESSMENT","","One zero of the polynomial x^2 - kx + 8 is 2. Find the value of k and the other zero.","","k = 6 and the other zero is 4.","Product of the zeroes is 8, so the other zero is 8/2 = 4. The sum 2 + 4 = 6 equals k.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ005-REASS-004","Mathematics","Algebra","Polynomials","Zeroes of a Polynomial and Relationship with Coefficients","LO_M2.1.1","Determine zeroes geometrically and apply relationships between zeroes and coefficients of quadratic polynomials.","REQ_MATH_2026_005 | REQ_MATH_2026_006 | REQ_MATH_2026_007","Maths_SecP1X_2026-27.pdf Page 2","assertion_reason","2","1","FRESH_REASSESSMENT","","Assertion (A): A quadratic polynomial has at most two zeroes. Reason (R): The graph of a quadratic polynomial can cut the x-axis in at most two points. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","The zeroes are exactly the x-intercepts of the parabola, and a parabola meets a line in at most two points.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ005-REASS-005","Mathematics","Algebra","Polynomials","Zeroes of a Polynomial and Relationship with Coefficients","LO_M2.1.1","Determine zeroes geometrically and apply relationships between zeroes and coefficients of quadratic polynomials.","REQ_MATH_2026_005 | REQ_MATH_2026_006 | REQ_MATH_2026_007","Maths_SecP1X_2026-27.pdf Page 2","case_study","3","3","FRESH_REASSESSMENT","","The graph of a quadratic polynomial p(x) with leading coefficient 1 cuts the x-axis at exactly two points, at x = -1 and x = 4.  Write p(x) in expanded form and state the sum of its zeroes.","","p(x) = x^2 - 3x - 4; sum of zeroes = 3.","The x-intercepts are the zeroes, so p(x) = (x + 1)(x - 4) = x^2 - 3x - 4, and the sum -1 + 4 = 3 equals -b/a.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ008-DIAG-001","Mathematics","Algebra","Pair of Linear Equations in Two Variables","Algebraic and Graphical Solutions","LO_M3.1.1","Analyze consistency conditions and solve system of linear equations using Substitution and Elimination methods.","REQ_MATH_2026_008 | REQ_MATH_2026_009 | REQ_MATH_2026_010 | REQ_MATH_2026_011 | REQ_MATH_2026_012","Maths_SecP1X_2026-27.pdf Page 2","short_answer","3","3","DIAGNOSTIC","","Solve by the substitution method: 3x + 2y = 18 and x - y = 1.","","x = 4, y = 3","From x - y = 1 we get x = y + 1. Substituting: 3(y + 1) + 2y = 18, so 5y = 15, y = 3 and x = 4.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ008-DIAG-002","Mathematics","Algebra","Pair of Linear Equations in Two Variables","Algebraic and Graphical Solutions","LO_M3.1.1","Analyze consistency conditions and solve system of linear equations using Substitution and Elimination methods.","REQ_MATH_2026_008 | REQ_MATH_2026_009 | REQ_MATH_2026_010 | REQ_MATH_2026_011 | REQ_MATH_2026_012","Maths_SecP1X_2026-27.pdf Page 2","mcq","2","1","DIAGNOSTIC","","The pair of equations 2x + 3y = 7 and 4x + 6y = 14 has","exactly two solutions | infinitely many solutions | exactly one solution | no solution","infinitely many solutions","Here a1/a2 = b1/b2 = c1/c2 = 1/2, so the two lines coincide and every point on the line is a solution.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ008-REASS-001","Mathematics","Algebra","Pair of Linear Equations in Two Variables","Algebraic and Graphical Solutions","LO_M3.1.1","Analyze consistency conditions and solve system of linear equations using Substitution and Elimination methods.","REQ_MATH_2026_008 | REQ_MATH_2026_009 | REQ_MATH_2026_010 | REQ_MATH_2026_011 | REQ_MATH_2026_012","Maths_SecP1X_2026-27.pdf Page 2","short_answer","3","3","FRESH_REASSESSMENT","","Solve by the elimination method: 3x + 4y = 10 and 2x - 2y = 2.","","x = 2, y = 1","Doubling the second equation gives 4x - 4y = 4. Adding to the first gives 7x = 14, so x = 2 and then y = 1.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ008-REASS-002","Mathematics","Algebra","Pair of Linear Equations in Two Variables","Algebraic and Graphical Solutions","LO_M3.1.1","Analyze consistency conditions and solve system of linear equations using Substitution and Elimination methods.","REQ_MATH_2026_008 | REQ_MATH_2026_009 | REQ_MATH_2026_010 | REQ_MATH_2026_011 | REQ_MATH_2026_012","Maths_SecP1X_2026-27.pdf Page 2","mcq","3","1","FRESH_REASSESSMENT","","For which value of k does the pair kx + 3y = 6 and 12x + 9y = 15 have no solution?","6 | 9 | 4 | 3","4","No solution needs a1/a2 = b1/b2 but not equal to c1/c2. From k/12 = 3/9 we get k = 4, and 6/15 is not 1/3, so the lines are parallel.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ008-REASS-003","Mathematics","Algebra","Pair of Linear Equations in Two Variables","Algebraic and Graphical Solutions","LO_M3.1.1","Analyze consistency conditions and solve system of linear equations using Substitution and Elimination methods.","REQ_MATH_2026_008 | REQ_MATH_2026_009 | REQ_MATH_2026_010 | REQ_MATH_2026_011 | REQ_MATH_2026_012","Maths_SecP1X_2026-27.pdf Page 2","case_study","3","4","FRESH_REASSESSMENT","","At a stationery counter, 2 pens and 3 notebooks cost 190 rupees, while 4 pens and 5 notebooks cost 340 rupees. Each pen has the same price and each notebook has the same price.  Find the price of one pen and one notebook.","","Pen 35 rupees, notebook 40 rupees","Doubling the first equation gives 4p + 6n = 380. Subtracting the second gives n = 40, and then 2p = 190 - 120, so p = 35.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ008-REASS-004","Mathematics","Algebra","Pair of Linear Equations in Two Variables","Algebraic and Graphical Solutions","LO_M3.1.1","Analyze consistency conditions and solve system of linear equations using Substitution and Elimination methods.","REQ_MATH_2026_008 | REQ_MATH_2026_009 | REQ_MATH_2026_010 | REQ_MATH_2026_011 | REQ_MATH_2026_012","Maths_SecP1X_2026-27.pdf Page 2","short_answer","3","3","FRESH_REASSESSMENT","","A father is three times as old as his son. Eight years from now he will be twice as old as his son. Find their present ages.","","Son 8 years, father 24 years","With f = 3s and f + 8 = 2(s + 8): 3s + 8 = 2s + 16, so s = 8 and f = 24.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ008-REASS-005","Mathematics","Algebra","Pair of Linear Equations in Two Variables","Algebraic and Graphical Solutions","LO_M3.1.1","Analyze consistency conditions and solve system of linear equations using Substitution and Elimination methods.","REQ_MATH_2026_008 | REQ_MATH_2026_009 | REQ_MATH_2026_010 | REQ_MATH_2026_011 | REQ_MATH_2026_012","Maths_SecP1X_2026-27.pdf Page 2","assertion_reason","3","1","FRESH_REASSESSMENT","","Assertion (A): The pair x + 2y = 5 and 2x + 4y = 11 has no solution. Reason (R): Two lines with the same ratio of coefficients of x and y but a different constant ratio are parallel. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Here 1/2 = 2/4 but 5/11 differs, so the lines are parallel and never meet, exactly as the reason states.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ013-DIAG-001","Mathematics","Algebra","Quadratic Equations","Solution of Quadratic Equations and Discriminant","LO_M4.1.1","Solve quadratic equations using factorization and quadratic formula, and determine nature of roots using discriminant.","REQ_MATH_2026_013 | REQ_MATH_2026_014 | REQ_MATH_2026_015 | REQ_MATH_2026_016 | REQ_MATH_2026_017","Maths_SecP1X_2026-27.pdf Page 3","short_answer","2","2","DIAGNOSTIC","","Solve x^2 - 5x + 6 = 0 by factorisation.","","x = 2 or x = 3","x^2 - 5x + 6 = (x - 2)(x - 3), so the roots are 2 and 3.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ013-DIAG-002","Mathematics","Algebra","Quadratic Equations","Solution of Quadratic Equations and Discriminant","LO_M4.1.1","Solve quadratic equations using factorization and quadratic formula, and determine nature of roots using discriminant.","REQ_MATH_2026_013 | REQ_MATH_2026_014 | REQ_MATH_2026_015 | REQ_MATH_2026_016 | REQ_MATH_2026_017","Maths_SecP1X_2026-27.pdf Page 3","mcq","2","1","DIAGNOSTIC","","The nature of the roots of 2x^2 - 4x + 3 = 0 is","two equal real roots | exactly one real root | no real roots | two distinct real roots","no real roots","The discriminant is (-4)^2 - 4(2)(3) = 16 - 24 = -8, which is negative, so there are no real roots.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ013-REASS-001","Mathematics","Algebra","Quadratic Equations","Solution of Quadratic Equations and Discriminant","LO_M4.1.1","Solve quadratic equations using factorization and quadratic formula, and determine nature of roots using discriminant.","REQ_MATH_2026_013 | REQ_MATH_2026_014 | REQ_MATH_2026_015 | REQ_MATH_2026_016 | REQ_MATH_2026_017","Maths_SecP1X_2026-27.pdf Page 3","short_answer","3","3","FRESH_REASSESSMENT","","Solve 2x^2 + x - 6 = 0 using the quadratic formula.","","x = 3/2 or x = -2","The discriminant is 1 + 48 = 49, so x = (-1 +/- 7)/4, giving 3/2 and -2.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ013-REASS-002","Mathematics","Algebra","Quadratic Equations","Solution of Quadratic Equations and Discriminant","LO_M4.1.1","Solve quadratic equations using factorization and quadratic formula, and determine nature of roots using discriminant.","REQ_MATH_2026_013 | REQ_MATH_2026_014 | REQ_MATH_2026_015 | REQ_MATH_2026_016 | REQ_MATH_2026_017","Maths_SecP1X_2026-27.pdf Page 3","mcq","3","1","FRESH_REASSESSMENT","","For which values of k does x^2 + kx + 9 = 0 have two equal roots?","k = 3 only | k = 9 or k = -9 | k = 0 | k = 6 or k = -6","k = 6 or k = -6","Equal roots require the discriminant k^2 - 36 to be zero, so k^2 = 36 and k = 6 or -6.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ013-REASS-003","Mathematics","Algebra","Quadratic Equations","Solution of Quadratic Equations and Discriminant","LO_M4.1.1","Solve quadratic equations using factorization and quadratic formula, and determine nature of roots using discriminant.","REQ_MATH_2026_013 | REQ_MATH_2026_014 | REQ_MATH_2026_015 | REQ_MATH_2026_016 | REQ_MATH_2026_017","Maths_SecP1X_2026-27.pdf Page 3","case_study","4","4","FRESH_REASSESSMENT","","A rectangular herb bed is being planned. Its length is to be 3 metres more than its breadth and its area must be 154 square metres.  Form a quadratic equation for the breadth and find the length and breadth.","","b^2 + 3b - 154 = 0; breadth 11 m and length 14 m","The discriminant is 9 + 616 = 625, so b = (-3 + 25)/2 = 11 and the length is 14. The negative root is rejected as a length.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ013-REASS-004","Mathematics","Algebra","Quadratic Equations","Solution of Quadratic Equations and Discriminant","LO_M4.1.1","Solve quadratic equations using factorization and quadratic formula, and determine nature of roots using discriminant.","REQ_MATH_2026_013 | REQ_MATH_2026_014 | REQ_MATH_2026_015 | REQ_MATH_2026_016 | REQ_MATH_2026_017","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","3","FRESH_REASSESSMENT","","The sum of the squares of two consecutive positive integers is 313. Find the integers.","","12 and 13","n^2 + (n + 1)^2 = 313 gives 2n^2 + 2n - 312 = 0, that is n^2 + n - 156 = 0, so n = 12 and the integers are 12 and 13.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
